budget,gross,user_vote,critic_review_ratio,movie_fb,director_fb,actor1_fb,other_actors_fb,duration,face_number,year,country,content,binned_score
54000000,75604320,68417,0.697435897,16719.61766,94,277,485,110,1,2006,USA,PG-13,"(4, 6]"
54000000,108200000,76331,0.449814126,16719.61766,44,593,887,116,4,1980,USA,PG,"(6, 8]"
54000000,5660084,41620,0.313397129,2000,102,117,105,121,2.388288288,2003,USA,R,"(0, 4]"
55000000,7221458,20740,0.713483146,16719.61766,234,14000,12581,128,2.388288288,2006,Other,PG-13,"(6, 8]"
46000000,70327868,58416,0.531561462,16719.61766,309,23000,1577,99,2.388288288,2000,Other,R,"(4, 6]"
50000000,58297830,86347,0.408376963,16719.61766,383,4000,1561,94,1,1997,USA,G,"(6, 8]"
53000000,45207112,21283,0.515789474,361,17,12000,1011,89,1,2001,USA,PG-13,"(4, 6]"
90000000,33574332,101221,0.672289157,16719.61766,16000,23000,948,135,2.388288288,2006,USA,R,"(6, 8]"
50000000,73343413,217480,0.503496503,21000,473,18000,1963,118,2.388288288,2009,USA,R,"(6, 8]"
53000000,25031037,155496,0.469924812,16719.61766,949.3756281,16000,4000,189,2.388288288,2007,USA,R,"(6, 8]"
55000000,22843047,6082,0.376811594,853,438,852,1103,172,1,1998,USA,R,"(4, 6]"
55000000,5755286,18310,1.682539683,672,161,21000,3681,124,1,2007,USA,PG-13,"(4, 6]"
52000000,164435221,525801,0.290854573,15000,14000,29000,18000,141,2.388288288,2002,USA,PG-13,"(6, 8]"
52000000,118683135,102167,0.378881988,16719.61766,235,4000,1888,106,1,2006,USA,PG-13,"(4, 6]"
52000000,110476776,95437,0.881516588,9000,949.3756281,14000,23000,125,12,2010,USA,PG-13,"(4, 6]"
50000000,80270227,66382,0.235294118,16719.61766,422,631,913,107,5,2005,USA,PG-13,"(4, 6]"
52000000,37035845,136680,1.44295302,13000,71,16000,10634,118,2,2011,USA,R,"(6, 8]"
52000000,34580635,100743,0.255009107,16719.61766,869,134,48,118,1,1999,UK,R,"(6, 8]"
52000000,42438300,333542,0.249530957,11000,17000,22000,1295,178,2,1995,USA,R,"(8, 10]"
50000000,296623634,220758,0.325353645,13000,129,21000,29000,130,2,2009,USA,PG-13,"(4, 6]"
60000000,267652016,467113,0.224338624,16719.61766,80,145,71,90,1,2001,USA,PG,"(6, 8]"
50200000,62453315,200035,1.014742015,36000,53,13000,1556,106,2,2011,USA,PG-13,"(6, 8]"
50000000,218628680,471644,0.733547352,74000,3000,15000,4000,112,1,2012,USA,R,"(6, 8]"
50000000,147637474,224671,0.331914894,11000,274,625,725,139,2.388288288,1997,USA,PG-13,"(6, 8]"
50000000,2175312,131227,0.786127168,41000,285,11000,15000,143,2,2013,USA,PG-13,"(6, 8]"
50000000,126203320,110432,0.378640777,16719.61766,65,12000,11828,96,1,2002,USA,PG-13,"(4, 6]"
52000000,125548685,135246,0.33935743,16719.61766,949.3756281,8000,1541,131,2.388288288,2000,USA,R,"(6, 8]"
50000000,191616238,258186,1.02484472,24000,97,17000,1504,112,2,2014,USA,R,"(6, 8]"
60000000,105264608,239752,0.295566502,11000,277,11000,14000,123,2.388288288,1994,USA,R,"(6, 8]"
70000000,97680195,271691,0.781893004,16719.61766,235,14000,12000,104,1,2008,USA,PG-13,"(6, 8]"
50000000,126088877,33354,1.609090909,10000,43,12000,1488,107,2,2016,USA,PG-13,"(6, 8]"
50000000,91030827,46482,0.257936508,16719.61766,949.3756281,8000,1519,124,2,1998,USA,PG-13,"(6, 8]"
50000000,150315155,54010,1.115384615,13000,51,8000,2322,96,2,2015,USA,PG-13,"(6, 8]"
45000000,88504640,273108,0.356037152,16719.61766,949.3756281,18000,689,129,2,2006,USA,R,"(6, 8]"
50000000,81517441,111368,0.362944162,16719.61766,241,1000,911,90,1,1999,USA,R,"(6, 8]"
50000000,81022333,34471,0.37414966,16719.61766,155,426,680,109,2.388288288,1995,USA,PG-13,"(4, 6]"
50000000,79948113,186879,0.352718078,16719.61766,295,12000,1077,121,2.388288288,2009,USA,PG-13,"(6, 8]"
50000000,88658172,58412,0.590909091,2000,9,14000,22000,95,2,2006,USA,PG-13,"(4, 6]"
50000000,84244877,375456,1.061643836,44000,43,33000,22000,118,7,2011,USA,PG-13,"(6, 8]"
50000000,75605492,283563,1.342948718,27000,152,22000,29000,133,1,2011,USA,PG-13,"(6, 8]"
50000000,67823573,91176,0.492307692,16719.61766,249,18000,11808,127,3,1995,USA,R,"(6, 8]"
50000000,91439400,200647,0.934895833,24000,174,14000,1324,106,2.388288288,2014,UK,PG-13,"(6, 8]"
65000000,67128202,43328,1.509090909,16719.61766,99,12000,969,98,3,2009,USA,PG,"(4, 6]"
50000000,58336565,12845,0.737288136,624,5,8000,3000,78,2.388288288,2006,USA,G,"(6, 8]"
50000000,66002004,36431,0.696428571,1000,23,660,1192,101,1,2005,USA,G,"(4, 6]"
50000000,54997476,40362,0.455645161,970,39,1000,1389,113,2.388288288,2001,USA,R,"(6, 8]"
50000000,50815288,109188,0.5728,16719.61766,79,13000,1317,128,2.388288288,2005,USA,R,"(6, 8]"
50000000,52822418,47764,0.931506849,44000,949.3756281,769,1407,144,2.388288288,2016,USA,R,"(6, 8]"
50000000,48745150,50170,0.558823529,773,12,87000,11935,105,1,2006,USA,PG-13,"(4, 6]"
50000000,50007168,39529,0.535211268,1000,16000,16000,1826,121,2.388288288,1997,USA,R,"(6, 8]"
50000000,48154732,60326,0.683098592,2000,949.3756281,10000,2957,125,1,1997,USA,R,"(4, 6]"
50000000,48265581,261069,0.31027668,25000,21000,495,577,129,1,1997,USA,R,"(6, 8]"
50000000,46982632,172792,0.153448276,16719.61766,50,992,863,132,2.388288288,2006,Other,R,"(6, 8]"
50000000,44737059,48322,0.45210728,16719.61766,41,18000,4585,118,1,2000,USA,PG-13,"(6, 8]"
50000000,56724080,172112,1.607734807,39000,22,3000,2000,113,7,2012,USA,R,"(6, 8]"
50000000,44484065,107227,0.243727599,3000,473,18000,1116,140,2,1998,Other,R,"(6, 8]"
55000000,42610000,60293,0.315789474,669,644,437,463,104,1,1994,USA,R,"(4, 6]"
50000000,41482207,68428,0.709459459,16719.61766,287,16000,1590,106,2.388288288,1990,USA,PG-13,"(6, 8]"
45000000,50740078,151580,0.28422619,16719.61766,38,14000,1625,98,1,2004,Other,R,"(6, 8]"
40000000,40203020,74315,0.552123552,16719.61766,17,14000,1186,108,1,2004,UK,R,"(4, 6]"
50000000,38590500,17997,0.335714286,812,949.3756281,854,801,101,1,1994,USA,R,"(4, 6]"
40000000,38105077,58349,1.211340206,16719.61766,160,330,191,99,2.388288288,2009,USA,R,"(6, 8]"
50000000,35168395,26034,0.5,16719.61766,949.3756281,24000,1175,137,2.388288288,1999,USA,PG-13,"(6, 8]"
40000000,32800000,34896,0.43220339,877,31,2000,682,117,1,1996,USA,R,"(4, 6]"
50000000,33643461,11257,1.507692308,16719.61766,9,15000,3000,87,2.388288288,2010,USA,PG,"(4, 6]"
50000000,32741596,80140,0.975232198,16000,16000,13000,1010,129,2.388288288,2010,USA,PG-13,"(6, 8]"
50000000,30306268,62981,0.726190476,16719.61766,503,45000,13282,132,2.388288288,1995,Other,R,"(6, 8]"
50000000,27667947,86374,0.533163265,3000,73,879,347,131,2.388288288,2007,UK,R,"(6, 8]"
40000000,26616999,92461,0.858789625,43000,487,430,530,125,3,2013,USA,PG-13,"(4, 6]"
50000000,26536120,49926,0.458041958,16719.61766,323,933,1142,98,2.388288288,2003,Other,R,"(6, 8]"
50000000,26199517,34356,0.561538462,705,16000,16000,1581,110,1,2002,USA,R,"(6, 8]"
70000000,23159305,128455,0.315175097,16719.61766,663,14000,1152,90,1,1999,USA,PG,"(6, 8]"
50000000,24006726,139535,0.409810127,16719.61766,949.3756281,13000,1639,119,8,2004,USA,R,"(6, 8]"
50000000,20389967,3077,1.680851064,10000,378,11000,855,139,1,2016,USA,R,"(6, 8]"
50000000,19593740,88270,0.335714286,16719.61766,317,18000,14256,130,2.388288288,2003,USA,R,"(6, 8]"
40000000,19118247,19829,0.627659574,779,65,1000,1653,100,5,2005,USA,PG-13,"(4, 6]"
25000000,17114882,189249,0.894472362,16719.61766,949.3756281,10000,6509,96,1,2007,USA,R,"(6, 8]"
390000000,14131298,55889,0.284615385,16719.61766,949.3756281,51,55,158,2.388288288,1999,Other,R,"(6, 8]"
55000000,21283440,46239,1.270072993,16719.61766,260,6000,1386,84,2.388288288,2011,USA,PG-13,"(4, 6]"
50000000,10556196,16562,0.808219178,697,333,972,1030,115,2,1997,USA,PG-13,"(6, 8]"
50000000,10400000,12037,0.377777778,943,596,10000,5000,135,1,1995,USA,R,"(4, 6]"
22000000,9528092,38513,1.68503937,9000,218,6000,3405,108,2,2010,USA,PG-13,"(6, 8]"
50000000,9795017,9227,0.714285714,422,607,2000,1581,107,2.388288288,1995,USA,R,"(4, 6]"
50000000,20488579,113483,0.734693878,16719.61766,83,18000,9000,95,1,2009,USA,R,"(4, 6]"
60000000,19445217,67796,0.895348837,14000,98,1000,1444,124,7,2013,USA,PG-13,"(6, 8]"
50000000,28837115,34964,1.506666667,28000,949.3756281,14000,9000,102,4,2016,USA,PG-13,"(4, 6]"
50000000,6471394,15880,0.806451613,288,5,11000,725,88,5,2004,USA,PG-13,"(4, 6]"
50000000,6291602,8070,0.901098901,255,949.3756281,2000,1193,87,2.388288288,2000,USA,R,"(4, 6]"
50000000,10706786,81800,1.402843602,15000,71,12000,2982,104,1,2011,USA,R,"(4, 6]"
18000000,8742261,19824,0.575418994,16719.61766,43,841,419,96,2,2009,Other,PG-13,"(0, 4]"
40000000,21413502,14429,0.424778761,2000,212,879,940,104,5,1990,USA,R,"(6, 8]"
48000000,124107476,170684,0.257208766,16719.61766,949.3756281,599,614,190,2.388288288,2000,USA,R,"(6, 8]"
48000000,197171806,515306,0.312368973,16719.61766,14000,11000,1284,127,5,1989,USA,PG-13,"(8, 10]"
49000000,31569268,172965,0.591706539,67000,662,20000,2502,120,2.388288288,2015,USA,R,"(6, 8]"
48000000,60652036,137854,0.267857143,3000,737,2000,883,114,1,1999,USA,R,"(6, 8]"
50000000,1206135,40568,0.92972973,18000,79,27000,448,137,3,2015,Other,R,"(6, 8]"
48000000,56607223,93367,0.207243461,16719.61766,109,779,890,112,8,2001,Other,PG-13,"(6, 8]"
55000000,53574088,237872,0.526785714,16719.61766,446,23000,8600,122,1,2007,USA,R,"(6, 8]"
48000000,37339525,71708,0.51465798,16719.61766,949.3756281,3000,768,123,1,1998,USA,R,"(6, 8]"
47000000,60154431,122347,0.208695652,16719.61766,949.3756281,2000,1302,96,1,1996,USA,PG-13,"(4, 6]"
100000000,103738726,47819,0.43902439,2000,631,678,958,105,1,1990,USA,PG,"(6, 8]"
48000000,29781453,22447,0.423809524,16719.61766,545,919,1618,132,1,2001,USA,PG-13,"(6, 8]"
47000000,15519841,8693,1.309859155,261,949.3756281,4000,1446,75,3,2006,USA,PG,"(4, 6]"
47000000,5600000,11913,0.474226804,616,350,8000,192,108,1,1996,USA,R,"(4, 6]"
46000000,126805112,98199,0.49704142,16719.61766,29,8000,1692,105,1,1997,USA,PG-13,"(6, 8]"
46000000,67263182,218771,0.284178187,16719.61766,22000,14000,828,118,2.388288288,2002,USA,R,"(6, 8]"
45000000,92001027,97838,0.5,3000,906,1000,1906,111,2,1996,USA,PG-13,"(6, 8]"
47000000,10539414,45729,1.011363636,16719.61766,39,13000,905,81,1,2010,USA,PG-13,"(4, 6]"
46000000,58918501,40126,0.607476636,975,380,18000,13826,116,1,1996,USA,R,"(6, 8]"
45000000,181395380,220392,0.300411523,16719.61766,293,509,673,86,1,1997,USA,PG-13,"(6, 8]"
25000000,14946229,2581,2.482758621,16719.61766,65,788,768,127,1,2016,UK,R,"(6, 8]"
45000000,130512915,60884,0.411764706,16719.61766,32,924,1292,91,2,1994,USA,PG,"(4, 6]"
45000000,139852971,238671,0.776572668,63000,118,14000,1493,98,2.388288288,2012,Other,PG-13,"(6, 8]"
48000000,110000082,111526,0.435158501,16719.61766,119,807,1530,84,7,2003,USA,PG-13,"(4, 6]"
45000000,106807667,137377,0.378378378,16719.61766,80,545,550,109,1,2000,USA,PG-13,"(6, 8]"
45000000,101702060,85323,0.948113208,16719.61766,40,14000,3311,93,2.388288288,2008,USA,PG,"(4, 6]"
40000000,95149435,53687,0.506578947,1000,949.3756281,11000,1995,113,2,2004,USA,G,"(4, 6]"
45000000,100768056,59569,0.483146067,16719.61766,79,18000,8956,141,2.388288288,1993,USA,PG-13,"(6, 8]"
45000000,93452056,184795,0.667741935,22000,949.3756281,11000,2760,97,1,2007,USA,PG-13,"(6, 8]"
45000000,83287363,81442,0.343065693,16719.61766,176,11000,838,117,1,1992,USA,R,"(6, 8]"
60000000,82931301,43358,0.578947368,16719.61766,126,3000,1535,101,2.388288288,2005,Other,PG-13,"(4, 6]"
45000000,76261036,305929,0.172195893,16719.61766,845,18000,1735,122,2,2001,USA,R,"(6, 8]"
45000000,71423726,123558,0.349753695,19000,23,25000,1160,102,3,1999,USA,PG,"(6, 8]"
45000000,71277420,119590,0.231751825,16719.61766,322,1000,601,83,7,2001,USA,R,"(4, 6]"
45000000,88625922,75176,1.579365079,26000,33,970,175,103,3,2011,USA,PG,"(6, 8]"
45000000,70001065,191437,0.316151203,16719.61766,45,886,1245,110,1,1998,USA,R,"(6, 8]"
30000000,67253092,92702,0.607655502,16719.61766,49,17000,1537,136,2.388288288,2005,USA,PG-13,"(6, 8]"
45000000,66790248,57281,0.477142857,16719.61766,50,521,175,91,2.388288288,2002,USA,R,"(6, 8]"
45000000,60786269,90539,0.408970976,16719.61766,18,811,1185,107,5,2000,USA,PG-13,"(4, 6]"
45000000,59365105,318634,0.217131474,52000,628,14000,14548,129,9,2003,UK,R,"(6, 8]"
120000000,162792677,211226,0.369085174,16719.61766,487,18000,2000,95,2.388288288,1998,USA,G,"(6, 8]"
35000000,31598308,124765,0.384473198,16719.61766,117,40000,1140,122,1,2001,USA,R,"(6, 8]"
45000000,57362581,50148,0.327586207,16719.61766,49,13000,299,110,2,1994,Other,R,"(4, 6]"
45000000,53854588,37911,0.657534247,1000,41,982,1651,135,2.388288288,1996,USA,R,"(6, 8]"
45000000,52580895,30255,0.796610169,743,58,14000,11000,95,1,2005,USA,PG,"(4, 6]"
50000000,51019112,155745,0.262108262,10000,37,11000,2651,109,2.388288288,2005,USA,PG,"(6, 8]"
26000000,48114556,9380,0.648351648,531,38,1000,1272,93,1,2004,USA,PG,"(4, 6]"
45000000,50648679,149549,0.620689655,16719.61766,85,14000,1149,94,1,2007,Other,R,"(6, 8]"
45000000,38360195,21215,0.853448276,16719.61766,61,1000,1477,112,1,2006,USA,PG-13,"(6, 8]"
45000000,35617599,20688,0.531914894,16719.61766,949.3756281,1000,1408,96,1,1995,USA,PG,"(4, 6]"
25000000,32003620,79141,0.357746479,2000,160,550,383,94,1,2004,USA,PG-13,"(6, 8]"
35000000,27972410,114692,0.428070175,2000,29,427,556,87,1,2003,UK,PG,"(6, 8]"
50000000,28133159,30055,1.5,593,8,12000,19000,88,1,2006,USA,PG,"(4, 6]"
45000000,24343673,91860,0.297709924,14000,278,5000,224,133,2.388288288,2007,USA,PG-13,"(6, 8]"
35000000,22877808,152591,0.780193237,16719.61766,949.3756281,29000,24000,119,2.388288288,2008,USA,R,"(6, 8]"
45000000,20101861,24757,0.530864198,16719.61766,11000,905,935,117,2.388288288,1996,USA,PG-13,"(4, 6]"
45000000,25200412,16580,1.490909091,916,13,1000,1254,86,3,2009,USA,PG,"(4, 6]"
45000000,19377727,35140,0.410757946,16719.61766,38,11000,10000,134,3,2005,USA,PG-13,"(6, 8]"
35000000,13401683,203461,0.734693878,46000,38,409,127,95,2.388288288,2012,UK,R,"(6, 8]"
45000000,17300889,27648,0.405405405,16719.61766,23,1000,1221,100,2.388288288,1996,Other,PG,"(4, 6]"
50000000,13560960,23996,0.51552795,915,949.3756281,12000,5805,212,2.388288288,1995,USA,R,"(6, 8]"
45000000,15523168,132423,0.982808023,15000,2000,854,1267,128,2,2010,Other,PG-13,"(6, 8]"
45000000,7916887,15697,0.868131868,16719.61766,949.3756281,23000,1826,160,2.388288288,2008,USA,R,"(4, 6]"
45000000,6565495,36455,0.825327511,16719.61766,611,879,62,114,2,2006,Other,R,"(6, 8]"
40000000,15279680,48245,0.811688312,16719.61766,15,12000,129,99,1,2008,USA,R,"(4, 6]"
40000000,7262288,17307,0.467741935,892,188,11000,1865,74,2,2002,USA,PG-13,"(6, 8]"
45000000,4584886,19114,1,16719.61766,179,267,252,139,2.388288288,2007,USA,R,"(6, 8]"
45000000,2154540,3803,0.585365854,68,170,849,892,103,2,1997,USA,R,"(4, 6]"
45000000,8129455,89568,1.070422535,17000,32,219,245,101,1,2011,USA,PG,"(6, 8]"
44000000,183875760,213668,0.440740741,16719.61766,99,11000,1812,130,1,1993,USA,PG-13,"(6, 8]"
40000000,67061228,96565,1.192592593,16719.61766,72,18000,1789,110,1,2010,USA,PG-13,"(4, 6]"
44000000,53300852,154487,0.281853282,16719.61766,272,22000,11893,147,3,1996,USA,R,"(6, 8]"
44000000,44834712,13995,0.451612903,353,13,23000,2643,118,1,1996,USA,R,"(4, 6]"
40000000,5773519,28618,1.747252747,11000,118,11000,1287,110,2,2015,USA,PG-13,"(4, 6]"
43000000,51768623,73006,0.461279461,16719.61766,835,670,595,136,1,2000,USA,PG-13,"(6, 8]"
43000000,37035515,34597,0.597938144,16719.61766,84,12000,10664,103,1,2000,USA,PG-13,"(4, 6]"
43000000,24430272,46158,0.245657568,16719.61766,16,44,44,90,3,2002,USA,R,"(4, 6]"
42000000,138447667,408302,1.086956522,39000,97,17000,1810,109,2,2012,USA,R,"(6, 8]"
42000000,87856565,106909,0.402985075,16719.61766,29,22000,1573,90,1,2004,USA,PG-13,"(4, 6]"
43000000,159578352,133177,0.710526316,24000,176,975,1564,123,7,2013,USA,R,"(6, 8]"
42000000,45290318,74169,1.375,17000,153,4000,1319,105,2,2012,USA,PG,"(6, 8]"
42000000,41543207,30077,0.651428571,893,73,11000,3505,115,1,2002,USA,PG-13,"(6, 8]"
42000000,41252428,11453,0.38028169,16719.61766,949.3756281,12000,884,122,2.388288288,1996,USA,PG-13,"(6, 8]"
32000000,34667015,74009,0.369085174,16719.61766,46,683,624,133,2.388288288,1989,UK,PG-13,"(6, 8]"
42000000,37652565,91151,1.028268551,20000,308,10000,2913,100,2,2011,USA,PG-13,"(4, 6]"
42000000,24375436,42547,0.569811321,748,17,22000,9808,120,1,2001,USA,R,"(6, 8]"
42000000,20915465,38203,0.124137931,16719.61766,5,5000,1609,104,2.388288288,1993,UK,PG,"(0, 4]"
50000000,24127895,248123,0.384439359,10000,487,12000,59,122,2,2005,USA,R,"(6, 8]"
31000000,84961,149414,0.336504162,16719.61766,611,5000,1219,80,4,2002,Other,PG-13,"(6, 8]"
44000000,6105175,247020,0.350898204,50000,133,11000,757,112,4,2014,USA,R,"(6, 8]"
45000000,5664251,22309,0.931372549,16719.61766,19,624,922,100,1,2010,Other,R,"(6, 8]"
27000000,1260917,24657,3,16719.61766,949.3756281,1000,224,105,4,2009,Other,R,"(6, 8]"
41000000,22108977,29861,0.742424242,505,4,687,408,108,1,2003,Other,PG-13,"(4, 6]"
42000000,18600911,125198,1.68627451,11000,20,107,135,102,6,2012,USA,PG-13,"(6, 8]"
8000000,90800000,126907,0.344680851,16719.61766,80,668,866,126,2.388288288,1984,USA,PG,"(6, 8]"
40000000,150117807,358416,0.716378162,63000,737,34000,37000,138,5,2013,USA,R,"(6, 8]"
40000000,163947053,227824,0.820512821,10000,98,16000,1619,108,1,2009,USA,PG-13,"(6, 8]"
70000000,116735231,56646,0.383928571,16719.61766,78,984,787,105,2.388288288,1999,USA,R,"(6, 8]"
40000000,118500000,340085,0.382262997,12000,949.3756281,1000,1559,108,2.388288288,1989,USA,PG,"(6, 8]"
40000000,126546825,327367,0.47167756,83000,949.3756281,19000,11903,89,2.388288288,2014,Other,R,"(6, 8]"
40000000,166147885,220020,0.266176471,101000,456,1000,1651,129,2.388288288,2015,USA,R,"(4, 6]"
40000000,108706165,99558,0.300847458,16719.61766,541,18000,12000,149,3,1996,USA,R,"(6, 8]"
40000000,107458785,71754,0.246987952,16719.61766,545,15000,1174,128,3,1992,USA,PG,"(6, 8]"
40000000,102310175,64989,1.075268817,40000,949.3756281,1000,911,134,2.388288288,2016,USA,R,"(6, 8]"
45000000,90703745,93748,0.368292683,1000,119,2000,1676,89,8,2006,USA,PG-13,"(4, 6]"
40000000,87666629,283480,0.422053232,16719.61766,949.3756281,1000,1559,118,2.388288288,1990,USA,PG,"(6, 8]"
40000000,90353764,85629,1.201388889,14000,164,8000,2723,107,2,2015,USA,R,"(4, 6]"
40000000,94125426,79264,0.909747292,13000,949.3756281,11000,1858,123,2,2009,USA,PG-13,"(6, 8]"
40000000,95001343,66511,1.08,28000,241,11000,3898,128,2.388288288,2013,USA,PG-13,"(6, 8]"
35000000,86208010,97045,0.764912281,55000,101,13000,1738,109,1,2014,USA,PG-13,"(4, 6]"
40000000,81593527,48806,0.448669202,11000,155,23000,1233,120,1,2006,USA,PG,"(6, 8]"
35000000,75274748,130661,0.792763158,54000,278,22000,11808,121,2,2015,USA,PG-13,"(6, 8]"
40000000,75305995,110394,0.482678984,16719.61766,138,904,1624,178,2.388288288,2004,USA,PG-13,"(6, 8]"
40000000,74098862,656640,0.215935335,13000,436,3000,647,147,1,2005,USA,R,"(8, 10]"
40000000,72266306,127528,0.556872038,16719.61766,38,2000,1779,90,4,2008,USA,PG-13,"(6, 8]"
40000000,71347010,166194,1,16719.61766,29,24000,4257,105,2,2009,USA,R,"(6, 8]"
40000000,70836296,109445,0.255868545,16719.61766,101,700,1053,114,2,2001,USA,PG-13,"(4, 6]"
40000000,70405498,113472,0.28280543,16719.61766,949.3756281,433,260,206,1,1991,Other,R,"(6, 8]"
40000000,70163652,31968,0.792682927,663,14,17000,1459,99,2.388288288,2006,USA,PG-13,"(4, 6]"
34000000,66808615,87351,0.363372093,2000,563,24000,19000,123,2.388288288,2001,USA,R,"(6, 8]"
20000000,64149837,146899,1.032432432,16719.61766,23,2000,2651,102,1,2009,USA,PG-13,"(6, 8]"
40000000,83906114,104481,1.010582011,16000,415,982,1090,109,2,2014,USA,PG-13,"(4, 6]"
40000000,66466372,75345,0.762068966,16719.61766,160,164000,137748,82,2.388288288,2009,USA,R,"(4, 6]"
40000000,72306065,178118,1.292957746,55000,14000,15000,958,142,2.388288288,2015,USA,PG-13,"(6, 8]"
40000000,59068786,86902,0.318734793,16719.61766,212,578,952,106,2,2001,USA,PG-13,"(6, 8]"
50000000,57887882,35508,0.559241706,16719.61766,23,1000,1011,106,2,2004,USA,PG-13,"(6, 8]"
40000000,54967359,52805,0.33492823,16719.61766,20,2000,2968,98,2.388288288,1997,USA,R,"(4, 6]"
35000000,54228104,104991,0.253676471,16719.61766,58,15000,1720,131,1,2002,UK,PG-13,"(6, 8]"
40000000,57981889,173848,1.349753695,25000,65,11000,1618,118,1,2011,USA,R,"(6, 8]"
30000000,61094903,210542,1.051204819,29000,174,14000,1670,113,3,2011,UK,PG-13,"(6, 8]"
40000000,53082743,844052,0.31,49000,22000,23000,39000,130,1,2006,USA,PG-13,"(8, 10]"
42000000,54414716,114294,1.048128342,12000,51,18000,11465,116,7,2014,USA,R,"(6, 8]"
40000000,52000688,171418,0.567043619,17000,190,2000,1520,107,2.388288288,2010,USA,R,"(6, 8]"
40000000,49851591,7900,0.470588235,263,425,954,772,116,3,1986,USA,PG,"(4, 6]"
40000000,47781388,147504,0.367231638,16719.61766,192,40000,1035,96,1,2004,USA,PG-13,"(6, 8]"
43000000,47806295,87447,0.520215633,16719.61766,34,545,631,104,2.388288288,2005,USA,PG-13,"(6, 8]"
25000000,51853450,37398,1.536363636,11000,54,3000,2988,105,2.388288288,2012,USA,PG,"(6, 8]"
40000000,46012734,54421,1.267326733,3000,10,1000,1370,101,2,2008,USA,PG-13,"(4, 6]"
40000000,47034272,25465,1.310526316,16000,16000,880,648,134,1,2014,USA,R,"(6, 8]"
40000000,45856732,46221,0.645390071,16719.61766,949.3756281,13000,1849,135,1,1997,USA,PG-13,"(6, 8]"
40000000,59588068,89557,0.550531915,16719.61766,326,21000,950,98,1,2003,USA,R,"(4, 6]"
36000000,44175394,56509,0.339207048,16719.61766,14000,12000,22000,155,2,1997,USA,R,"(6, 8]"
40000000,45500797,17443,0.446428571,694,323,472,801.9435399,106,2,1992,USA,PG-13,"(4, 6]"
40000000,41797066,92789,0.211422846,16719.61766,25,1000,1214,102,2.388288288,2007,USA,R,"(4, 6]"
40000000,38087756,49612,0.487179487,16719.61766,80,3000,737,95,1,1994,USA,PG,"(4, 6]"
40000000,37101011,30394,1.427184466,16719.61766,98,405,436,95,1,2012,USA,PG-13,"(4, 6]"
40000000,38176892,104119,0.810810811,26000,949.3756281,2000,1428,111,2.388288288,2011,USA,R,"(6, 8]"
40000000,36283504,104564,0.235093697,16719.61766,541,12000,811,123,1,1999,Other,R,"(6, 8]"
38000000,35183792,68159,0.392344498,16719.61766,949.3756281,720,1128,140,1,1991,USA,R,"(6, 8]"
40000000,38543473,84382,1.272151899,16719.61766,52,683,606,94,2,2014,USA,R,"(4, 6]"
40000000,42575718,83788,1.220264317,20000,77,703,1177,92,2.388288288,2011,USA,R,"(4, 6]"
40000000,33864342,29968,0.769230769,445,6,711,1267,102,1,1999,UK,PG-13,"(4, 6]"
40000000,33508922,95860,0.237878788,16000,75,18000,3754,123,2,2000,USA,PG-13,"(6, 8]"
30000000,42071069,36223,0.596153846,16719.61766,101,787,522,104,1,2005,USA,PG-13,"(6, 8]"
40000000,32853640,50199,1.445544554,702,65,1000,1103,102,1,2008,USA,PG-13,"(4, 6]"
40000000,42615685,136093,0.728365385,24000,3000,14000,12000,136,3,2014,USA,R,"(6, 8]"
25000000,32055248,18723,0.479452055,16719.61766,85,924,1105,93,2.388288288,1994,USA,PG-13,"(4, 6]"
40000000,31836745,81298,0.829912023,39000,335,15000,531,129,1,2011,USA,PG-13,"(6, 8]"
40000000,30993544,58871,1.358974359,16719.61766,50,293,175,107,2.388288288,2010,USA,PG-13,"(6, 8]"
40000000,30981850,35834,0.345070423,16719.61766,260,1000,1441,117,2.388288288,2005,USA,R,"(4, 6]"
40000000,30199105,25346,0.658682635,470,18,2000,1249,116,2.388288288,2000,USA,R,"(4, 6]"
40000000,29077547,41685,0.193633952,3000,949.3756281,3000,1715,135,1,2005,USA,PG-13,"(6, 8]"
40000000,29374178,12093,0.531914894,394,55,3000,1235,107,2.388288288,2000,USA,R,"(4, 6]"
40000000,27663982,26051,0.426829268,16719.61766,287,10000,412,99,2,1996,USA,PG-13,"(4, 6]"
40000000,27053815,12856,0.367697595,299,949.3756281,964,1258,104,2.388288288,2001,Other,PG-13,"(4, 6]"
35000000,26814957,84357,0.670634921,16719.61766,56,20000,38000,115,3,2008,UK,PG-13,"(6, 8]"
40000000,25178165,70292,0.343065693,8000,7,18000,9903,119,1,2001,USA,PG-13,"(6, 8]"
40000000,25117498,37412,1.06741573,16719.61766,81,327,388,99,2.388288288,2007,USA,R,"(4, 6]"
500000,32645,67797,0.502242152,16719.61766,17000,22000,1280,112,2.388288288,1973,USA,R,"(6, 8]"
40000000,36665854,76498,0.990147783,15000,118,877,1412,112,2.388288288,2011,Other,PG-13,"(6, 8]"
40000000,22717758,11156,0.507462687,16719.61766,7,10000,1703,86,2.388288288,1998,USA,G,"(6, 8]"
60000000,22433915,21319,0.626506024,416,105,22000,11616,108,1,2002,USA,R,"(6, 8]"
60000000,22326247,11232,0.518867925,16719.61766,34,978,1571,128,1,1999,USA,PG-13,"(4, 6]"
