budget,gross,user_vote,critic_review_ratio,movie_fb,director_fb,actor1_fb,other_actors_fb,duration,face_number,year,country,content,binned_score
60000000,17281832,60232,1.463636364,16719.61766,34,3000,1466,106,3,2008,Other,PG,"(6, 8]"
60000000,19781879,53864,0.768965517,2000,436,19000,1398,103,1,2008,USA,PG-13,"(4, 6]"
60000000,7605668,47320,0.962765957,12000,192,40000,2280,107,2,2015,UK,R,"(4, 6]"
60000000,4535117,38398,0.380434783,16719.61766,892,26000,470,156,3,2007,Other,PG-13,"(0, 4]"
80000000,10166502,18209,0.442622951,16719.61766,131,11000,540,132,2.388288288,2005,USA,R,"(6, 8]"
58000000,363024263,479047,0.547258979,117000,84,16000,1166,108,2.388288288,2016,USA,R,"(8, 10]"
58800000,350123553,325264,0.534934498,112000,16000,14000,1280,133,2.388288288,2014,USA,R,"(6, 8]"
58000000,80021740,47968,1.415584416,35000,11,2000,1543,103,4,2015,USA,PG,"(6, 8]"
58000000,48291624,82819,0.539923954,16719.61766,70,970,1346,95,1,2005,USA,PG-13,"(6, 8]"
60000000,35231365,15517,0.670588235,500,32,1000,1700,90,2.388288288,2000,USA,PG,"(0, 4]"
63000000,53715611,92106,0.49122807,2000,10,13000,1349,87,1,1988,USA,R,"(4, 6]"
58000000,31199215,27664,1.55,472,949.3756281,142,227,114,8,2008,USA,PG-13,"(4, 6]"
58000000,44665963,159931,0.87544484,22000,189,1000,1686,125,2,2013,USA,PG-13,"(6, 8]"
60000000,60128566,131447,0.617073171,19000,545,14000,1529,97,1,2010,Other,R,"(4, 6]"
58000000,49875589,28807,0.527472527,16719.61766,143,1000,1183,125,2.388288288,2012,USA,PG-13,"(4, 6]"
70000000,36931089,70681,0.792929293,12000,51,11000,3622,116,2,2012,USA,R,"(4, 6]"
57000000,51317350,78343,0.431654676,16719.61766,357,2000,703,103,2.388288288,1996,USA,PG-13,"(6, 8]"
57000000,51774002,87745,0.867069486,18000,83,12000,2000,96,1,2011,USA,PG-13,"(4, 6]"
57000000,25528495,28099,0.436363636,16719.61766,108,23000,301,131,2,2001,UK,R,"(4, 6]"
55000000,166225040,260442,0.295857988,16719.61766,116,22000,1421,108,2,2000,USA,PG-13,"(6, 8]"
55000000,141600000,119675,0.425925926,16719.61766,12,23000,2752,84,1,1995,USA,G,"(6, 8]"
55000000,134218018,126357,0.340040241,16719.61766,503,10000,1060,188,2.388288288,1978,USA,PG,"(6, 8]"
54000000,128769345,86556,0.575757576,960,293,851,1517,95,1,1996,USA,PG-13,"(4, 6]"
70000000,177575142,244840,0.459677419,16719.61766,72,10000,1656,118,1,2005,USA,PG-13,"(6, 8]"
55000000,105263257,56168,0.514563107,5000,39,3000,1020,92,2.388288288,1997,USA,PG,"(4, 6]"
55000000,104354205,162331,0.460843373,16719.61766,58,3000,1593,74,3,2003,USA,R,"(6, 8]"
55000000,107100855,323353,0.931688805,65000,521,15000,721,134,2.388288288,2013,USA,PG-13,"(6, 8]"
50000000,100328194,85903,0.282608696,16719.61766,52,795,813,100,2.388288288,1995,USA,PG,"(4, 6]"
55000000,101530738,229574,0.669724771,56000,845,18000,17683,132,2.388288288,2014,USA,R,"(6, 8]"
53000000,91400000,81026,0.422680412,16719.61766,12000,18000,10665,123,2.388288288,1995,USA,R,"(6, 8]"
55000000,89706988,126746,0.385,16719.61766,124,931,861,98,1,2005,USA,PG-13,"(6, 8]"
55000000,83000000,36587,0.578947368,16719.61766,272,2000,1195,128,2.388288288,1994,USA,R,"(4, 6]"
55000000,78745923,94407,0.341614907,16719.61766,52,12000,1241,114,1,1998,Other,PG-13,"(6, 8]"
30000000,70098138,735784,0.168171021,13000,16000,926,1530,111,2.388288288,2003,USA,R,"(8, 10]"
55000000,66365290,56874,0.391061453,16719.61766,949.3756281,21000,1350,85,2,1999,USA,PG-13,"(6, 8]"
30000000,66207920,512749,0.32513369,16719.61766,16000,890,735,137,2.388288288,2004,USA,R,"(6, 8]"
55000000,63408614,75365,0.302013423,16719.61766,96,13000,952,97,1,1989,USA,R,"(6, 8]"
55000000,58422650,78974,0.283236994,8000,949.3756281,13000,11812,104,3,1992,USA,PG-13,"(6, 8]"
55000000,68750000,40858,0.416666667,16719.61766,53,1000,1043,133,2.388288288,1996,USA,R,"(6, 8]"
55000000,68218041,67191,1.75,14000,70,1000,1046,94,1,2011,USA,PG,"(4, 6]"
55000000,25040293,88049,0.738351254,16719.61766,50,5000,1909,104,2.388288288,2008,USA,PG-13,"(6, 8]"
55000000,55747724,18042,1.616438356,16719.61766,39,1000,1153,91,1,2013,USA,PG,"(4, 6]"
50000000,55473600,207686,0.270618557,16719.61766,21000,534,516,145,2.388288288,1992,USA,R,"(6, 8]"
55000000,49994804,29205,0.391752577,16719.61766,317,57,74,135,1,1996,USA,PG,"(6, 8]"
55000000,38553833,46239,0.4,16719.61766,81,1000,579,110,2.388288288,1996,USA,R,"(6, 8]"
55000000,76137505,49207,1.287356322,30000,17,838,1316,95,2.388288288,2014,UK,PG,"(6, 8]"
55000000,34238611,35830,0.420560748,16719.61766,607,933,733,94,1,2003,USA,R,"(4, 6]"
55000000,34098563,27191,0.431034483,16719.61766,226,12000,750,126,1,1999,USA,R,"(6, 8]"
55000000,33828318,44453,0.798701299,16719.61766,101,13000,717,118,2,2003,USA,PG-13,"(4, 6]"
55000000,31051126,36877,2.356435644,16719.61766,91,4000,1387,88,2.388288288,2012,UK,PG,"(6, 8]"
55000000,35707327,199056,0.682170543,14000,16000,11000,1502,141,2.388288288,2008,USA,R,"(6, 8]"
50000000,20550712,40346,0.494736842,1000,99,18000,11581,107,1,1996,USA,PG-13,"(4, 6]"
55000000,18573791,38533,0.561797753,16719.61766,12000,22000,1169,116,3,1996,USA,R,"(4, 6]"
70000000,51225796,96654,0.074743527,16719.61766,541,18000,1423,143,2.388288288,2004,UK,PG-13,"(6, 8]"
55000000,16264475,54787,0.935185185,16719.61766,159,13000,2877,114,1,2007,UK,PG-13,"(6, 8]"
71000000,11466088,8983,0.523809524,316,949.3756281,995,1624,100,2.388288288,1997,USA,R,"(4, 6]"
55000000,16088610,10417,2.384615385,610,11,939,1111,107,2,2009,USA,PG,"(4, 6]"
50000000,51178893,24285,2.518181818,10000,33,3000,2518,119,4,2014,USA,PG,"(6, 8]"
57000000,6768055,11148,0.331877729,437,906,956,866,95,2.388288288,2004,UK,PG,"(4, 6]"
55000000,39440655,61680,0.887387387,19000,59,2000,1504,119,1,2010,USA,PG-13,"(6, 8]"
47000000,6167817,62607,0.778242678,16719.61766,949.3756281,226,98,133,1,2004,Other,R,"(6, 8]"
54000000,81645152,158267,0.400715564,16719.61766,949.3756281,12000,1764,117,1,2002,USA,R,"(6, 8]"
55000000,9483821,39247,2.129770992,10000,394,13000,11565,92,3,2012,USA,R,"(4, 6]"
54000000,75604320,68417,0.697435897,16719.61766,94,277,485,110,1,2006,USA,PG-13,"(4, 6]"
54000000,108200000,76331,0.449814126,16719.61766,44,593,887,116,4,1980,USA,PG,"(6, 8]"
54000000,5660084,41620,0.313397129,2000,102,117,105,121,2.388288288,2003,USA,R,"(0, 4]"
50000000,58297830,86347,0.408376963,16719.61766,383,4000,1561,94,1,1997,USA,G,"(6, 8]"
53000000,45207112,21283,0.515789474,361,17,12000,1011,89,1,2001,USA,PG-13,"(4, 6]"
53000000,62563543,115216,1.352941176,44000,108,40000,22000,123,7,2015,USA,R,"(6, 8]"
50000000,73343413,217480,0.503496503,21000,473,18000,1963,118,2.388288288,2009,USA,R,"(6, 8]"
53000000,25031037,155496,0.469924812,16719.61766,949.3756281,16000,4000,189,2.388288288,2007,USA,R,"(6, 8]"
52000000,164435221,525801,0.290854573,15000,14000,29000,18000,141,2.388288288,2002,USA,PG-13,"(6, 8]"
52000000,118683135,102167,0.378881988,16719.61766,235,4000,1888,106,1,2006,USA,PG-13,"(4, 6]"
52000000,143704210,145974,0.389525368,10000,58,14000,11838,108,1,2008,USA,PG-13,"(6, 8]"
52000000,36385763,138941,0.107734807,16719.61766,949.3756281,648,1031,215,2.388288288,1998,USA,R,"(6, 8]"
52000000,34580635,100743,0.255009107,16719.61766,869,134,48,118,1,1999,UK,R,"(6, 8]"
52000000,42438300,333542,0.249530957,11000,17000,22000,1295,178,2,1995,USA,R,"(8, 10]"
52000000,23020488,42324,0.705555556,846,13,961,1034,104,3,2003,USA,PG-13,"(4, 6]"
51000000,72601713,21396,0.632258065,605,176,677,1083,90,1,2006,Other,PG,"(4, 6]"
50000000,296623634,220758,0.325353645,13000,129,21000,29000,130,2,2009,USA,PG-13,"(4, 6]"
60000000,267652016,467113,0.224338624,16719.61766,80,145,71,90,1,2001,USA,PG,"(6, 8]"
48000000,165500000,145257,0.208074534,16719.61766,58,25000,11720,155,2.388288288,1991,USA,PG-13,"(6, 8]"
50000000,153620822,189923,0.342767296,16719.61766,488,10000,1340,139,2.388288288,1996,USA,R,"(6, 8]"
50000000,218628680,471644,0.733547352,74000,3000,15000,4000,112,1,2012,USA,R,"(6, 8]"
50000000,147637474,224671,0.331914894,11000,274,625,725,139,2.388288288,1997,USA,PG-13,"(6, 8]"
50000000,2175312,131227,0.786127168,41000,285,11000,15000,143,2,2013,USA,PG-13,"(6, 8]"
50000000,126203320,110432,0.378640777,16719.61766,65,12000,11828,96,1,2002,USA,PG-13,"(4, 6]"
52000000,125548685,135246,0.33935743,16719.61766,949.3756281,8000,1541,131,2.388288288,2000,USA,R,"(6, 8]"
60000000,105264608,239752,0.295566502,11000,277,11000,14000,123,2.388288288,1994,USA,R,"(6, 8]"
70000000,97680195,271691,0.781893004,16719.61766,235,14000,12000,104,1,2008,USA,PG-13,"(6, 8]"
50000000,126088877,33354,1.609090909,10000,43,12000,1488,107,2,2016,USA,PG-13,"(6, 8]"
50000000,91030827,46482,0.257936508,16719.61766,949.3756281,8000,1519,124,2,1998,USA,PG-13,"(6, 8]"
50000000,150315155,54010,1.115384615,13000,51,8000,2322,96,2,2015,USA,PG-13,"(6, 8]"
50000000,127997349,101178,0.412066752,90000,252,40000,21000,125,1,2014,USA,PG,"(4, 6]"
45000000,88504640,273108,0.356037152,16719.61766,949.3756281,18000,689,129,2,2006,USA,R,"(6, 8]"
50000000,81517441,111368,0.362944162,16719.61766,241,1000,911,90,1,1999,USA,R,"(6, 8]"
50000000,81022333,34471,0.37414966,16719.61766,155,426,680,109,2.388288288,1995,USA,PG-13,"(4, 6]"
50000000,79948113,186879,0.352718078,16719.61766,295,12000,1077,121,2.388288288,2009,USA,PG-13,"(6, 8]"
50000000,84244877,375456,1.061643836,44000,43,33000,22000,118,7,2011,USA,PG-13,"(6, 8]"
50000000,75605492,283563,1.342948718,27000,152,22000,29000,133,1,2011,USA,PG-13,"(6, 8]"
50000000,91439400,200647,0.934895833,24000,174,14000,1324,106,2.388288288,2014,UK,PG-13,"(6, 8]"
50000000,66002004,36431,0.696428571,1000,23,660,1192,101,1,2005,USA,G,"(4, 6]"
50000000,54997476,40362,0.455645161,970,39,1000,1389,113,2.388288288,2001,USA,R,"(6, 8]"
50000000,55682070,159868,1.148026316,45000,75,10000,987,98,2,2013,Other,R,"(6, 8]"
50000000,52752475,63067,0.285178236,16719.61766,213,838,965,124,2.388288288,2002,USA,R,"(6, 8]"
60000000,55092830,195043,0.875379939,27000,154,15000,492,109,1,2011,USA,PG-13,"(6, 8]"
50000000,50815288,109188,0.5728,16719.61766,79,13000,1317,128,2.388288288,2005,USA,R,"(6, 8]"
50000000,52822418,47764,0.931506849,44000,949.3756281,769,1407,144,2.388288288,2016,USA,R,"(6, 8]"
50000000,50150619,45580,1.529411765,18000,34,17000,1674,95,1,2014,USA,PG,"(6, 8]"
50000000,50007168,39529,0.535211268,1000,16000,16000,1826,121,2.388288288,1997,USA,R,"(6, 8]"
50000000,48154732,60326,0.683098592,2000,949.3756281,10000,2957,125,1,1997,USA,R,"(4, 6]"
50000000,48265581,261069,0.31027668,25000,21000,495,577,129,1,1997,USA,R,"(6, 8]"
50000000,46982632,172792,0.153448276,16719.61766,50,992,863,132,2.388288288,2006,Other,R,"(6, 8]"
50000000,44737059,48322,0.45210728,16719.61766,41,18000,4585,118,1,2000,USA,PG-13,"(6, 8]"
50000000,56724080,172112,1.607734807,39000,22,3000,2000,113,7,2012,USA,R,"(6, 8]"
50000000,47553512,54101,1.085714286,15000,77,490,457,89,2.388288288,2014,USA,PG-13,"(4, 6]"
55000000,42610000,60293,0.315789474,669,644,437,463,104,1,1994,USA,R,"(4, 6]"
50000000,47105085,136973,1.003636364,47000,71,21000,6000,141,1,2014,USA,R,"(6, 8]"
50000000,41256277,46451,0.596153846,16719.61766,75,294,531,124,2,1997,USA,R,"(4, 6]"
40000000,40203020,74315,0.552123552,16719.61766,17,14000,1186,108,1,2004,UK,R,"(4, 6]"
50000000,40905277,45895,0.789808917,1000,73,18000,1209,114,3,2003,USA,R,"(6, 8]"
50000000,39177541,20310,0.372881356,16719.61766,949.3756281,12000,1439,93,1,2005,USA,PG,"(0, 4]"
50000000,39778599,176169,0.215328467,16719.61766,949.3756281,29000,453,119,2.388288288,2000,USA,R,"(6, 8]"
40000000,38105077,58349,1.211340206,16719.61766,160,330,191,99,2.388288288,2009,USA,R,"(6, 8]"
40000000,32800000,34896,0.43220339,877,31,2000,682,117,1,1996,USA,R,"(4, 6]"
50000000,33643461,11257,1.507692308,16719.61766,9,15000,3000,87,2.388288288,2010,USA,PG,"(4, 6]"
50000000,32741596,80140,0.975232198,16000,16000,13000,1010,129,2.388288288,2010,USA,PG-13,"(6, 8]"
50000000,31874869,43574,0.450331126,16719.61766,58,33000,856,115,2.388288288,2002,USA,R,"(6, 8]"
50000000,27667947,86374,0.533163265,3000,73,879,347,131,2.388288288,2007,UK,R,"(6, 8]"
50000000,27067160,18404,0.66,16719.61766,949.3756281,13000,882,95,1,1999,USA,R,"(4, 6]"
40000000,26616999,92461,0.858789625,43000,487,430,530,125,3,2013,USA,PG-13,"(4, 6]"
50000000,26536120,49926,0.458041958,16719.61766,323,933,1142,98,2.388288288,2003,Other,R,"(6, 8]"
50000000,25450527,80196,1.289473684,16719.61766,670,6000,744,118,2.388288288,2009,USA,R,"(6, 8]"
50000000,20389967,3077,1.680851064,10000,378,11000,855,139,1,2016,USA,R,"(6, 8]"
50000000,19593740,88270,0.335714286,16719.61766,317,18000,14256,130,2.388288288,2003,USA,R,"(6, 8]"
40000000,19118247,19829,0.627659574,779,65,1000,1653,100,5,2005,USA,PG-13,"(4, 6]"
50000000,26442251,76010,1.151219512,15000,174,14000,1643,114,2,2015,USA,R,"(6, 8]"
25000000,17114882,189249,0.894472362,16719.61766,949.3756281,10000,6509,96,1,2007,USA,R,"(6, 8]"
390000000,14131298,55889,0.284615385,16719.61766,949.3756281,51,55,158,2.388288288,1999,Other,R,"(6, 8]"
49900000,21557240,85237,0.759124088,18000,234,20000,22000,102,3,2011,USA,R,"(4, 6]"
50000000,10556196,16562,0.808219178,697,333,972,1030,115,2,1997,USA,PG-13,"(6, 8]"
50000000,16671505,33186,0.282051282,16719.61766,32,1000,1098,99,1,1994,USA,PG,"(4, 6]"
22000000,9528092,38513,1.68503937,9000,218,6000,3405,108,2,2010,USA,PG-13,"(6, 8]"
50000000,10137232,58015,0.497326203,16719.61766,12000,984,1837,127,2.388288288,2005,Other,R,"(4, 6]"
50000000,9795017,9227,0.714285714,422,607,2000,1581,107,2.388288288,1995,USA,R,"(4, 6]"
50000000,20488579,113483,0.734693878,16719.61766,83,18000,9000,95,1,2009,USA,R,"(4, 6]"
60000000,19445217,67796,0.895348837,14000,98,1000,1444,124,7,2013,USA,PG-13,"(6, 8]"
50000000,28837115,34964,1.506666667,28000,949.3756281,14000,9000,102,4,2016,USA,PG-13,"(4, 6]"
18000000,8742261,19824,0.575418994,16719.61766,43,841,419,96,2,2009,Other,PG-13,"(0, 4]"
49000000,43905746,77684,0.333333333,16719.61766,70,26000,5848,85,1,2001,USA,PG-13,"(4, 6]"
48000000,124107476,170684,0.257208766,16719.61766,949.3756281,599,614,190,2.388288288,2000,USA,R,"(6, 8]"
48000000,197171806,515306,0.312368973,16719.61766,14000,11000,1284,127,5,1989,USA,PG-13,"(8, 10]"
49000000,31569268,172965,0.591706539,67000,662,20000,2502,120,2.388288288,2015,USA,R,"(6, 8]"
48000000,66488090,120202,0.188916877,16719.61766,176,18000,11308,118,2,1999,USA,R,"(6, 8]"
48000000,95308367,206104,0.274117647,16719.61766,21000,17000,561,112,2.388288288,2002,USA,R,"(6, 8]"
48000000,60652036,137854,0.267857143,3000,737,2000,883,114,1,1999,USA,R,"(6, 8]"
48000000,47095453,64595,0.39556962,16719.61766,446,20000,1821,123,1,2001,USA,PG-13,"(6, 8]"
58000000,25900000,12771,0.428571429,828,949.3756281,12000,5886,123,1,1984,USA,R,"(6, 8]"
55000000,53574088,237872,0.526785714,16719.61766,446,23000,8600,122,1,2007,USA,R,"(6, 8]"
48000000,89253340,133436,0.687306502,38000,118,14000,1276,115,2.388288288,2014,Other,PG-13,"(4, 6]"
48000000,37339525,71708,0.51465798,16719.61766,949.3756281,3000,768,123,1,1998,USA,R,"(6, 8]"
47000000,60154431,122347,0.208695652,16719.61766,949.3756281,2000,1302,96,1,1996,USA,PG-13,"(4, 6]"
100000000,103738726,47819,0.43902439,2000,631,678,958,105,1,1990,USA,PG,"(6, 8]"
48000000,69304264,73068,0.362768496,16719.61766,323,1000,1812,113,2.388288288,1999,USA,R,"(6, 8]"
47000000,15519841,8693,1.309859155,261,949.3756281,4000,1446,75,3,2006,USA,PG,"(4, 6]"
48000000,93607673,47573,0.413994169,881,148,8000,1108,102,4,2001,USA,PG-13,"(4, 6]"
46000000,67263182,218771,0.284178187,16719.61766,22000,14000,828,118,2.388288288,2002,USA,R,"(6, 8]"
45000000,92001027,97838,0.5,3000,906,1000,1906,111,2,1996,USA,PG-13,"(6, 8]"
46000000,58918501,40126,0.607476636,975,380,18000,13826,116,1,1996,USA,R,"(6, 8]"
45000000,181395380,220392,0.300411523,16719.61766,293,509,673,86,1,1997,USA,PG-13,"(6, 8]"
25000000,14946229,2581,2.482758621,16719.61766,65,788,768,127,1,2016,UK,R,"(6, 8]"
45000000,130512915,60884,0.411764706,16719.61766,32,924,1292,91,2,1994,USA,PG,"(4, 6]"
45000000,139852971,238671,0.776572668,63000,118,14000,1493,98,2.388288288,2012,Other,PG-13,"(6, 8]"
48000000,110000082,111526,0.435158501,16719.61766,119,807,1530,84,7,2003,USA,PG-13,"(4, 6]"
45000000,106807667,137377,0.378378378,16719.61766,80,545,550,109,1,2000,USA,PG-13,"(6, 8]"
45000000,101702060,85323,0.948113208,16719.61766,40,14000,3311,93,2.388288288,2008,USA,PG,"(4, 6]"
40000000,95149435,53687,0.506578947,1000,949.3756281,11000,1995,113,2,2004,USA,G,"(4, 6]"
45000000,100768056,59569,0.483146067,16719.61766,79,18000,8956,141,2.388288288,1993,USA,PG-13,"(6, 8]"
45000000,93452056,184795,0.667741935,22000,949.3756281,11000,2760,97,1,2007,USA,PG-13,"(6, 8]"
45000000,83287363,81442,0.343065693,16719.61766,176,11000,838,117,1,1992,USA,R,"(6, 8]"
46000000,60962878,383591,0.732258065,86000,777,20000,16000,153,2,2013,USA,R,"(8, 10]"
45000000,76261036,305929,0.172195893,16719.61766,845,18000,1735,122,2,2001,USA,R,"(6, 8]"
45000000,71423726,123558,0.349753695,19000,23,25000,1160,102,3,1999,USA,PG,"(6, 8]"
45000000,71277420,119590,0.231751825,16719.61766,322,1000,601,83,7,2001,USA,R,"(4, 6]"
45000000,70001065,191437,0.316151203,16719.61766,45,886,1245,110,1,1998,USA,R,"(6, 8]"
30000000,67253092,92702,0.607655502,16719.61766,49,17000,1537,136,2.388288288,2005,USA,PG-13,"(6, 8]"
45000000,66790248,57281,0.477142857,16719.61766,50,521,175,91,2.388288288,2002,USA,R,"(6, 8]"
45000000,65557989,73539,0.439114391,16719.61766,49,2000,1416,89,2.388288288,1997,USA,PG-13,"(4, 6]"
45000000,60786269,90539,0.408970976,16719.61766,18,811,1185,107,5,2000,USA,PG-13,"(4, 6]"
45000000,59365105,318634,0.217131474,52000,628,14000,14548,129,9,2003,UK,R,"(6, 8]"
120000000,162792677,211226,0.369085174,16719.61766,487,18000,2000,95,2.388288288,1998,USA,G,"(6, 8]"
35000000,31598308,124765,0.384473198,16719.61766,117,40000,1140,122,1,2001,USA,R,"(6, 8]"
45000000,57362581,50148,0.327586207,16719.61766,49,13000,299,110,2,1994,Other,R,"(4, 6]"
45000000,53854588,37911,0.657534247,1000,41,982,1651,135,2.388288288,1996,USA,R,"(6, 8]"
45000000,52580895,30255,0.796610169,743,58,14000,11000,95,1,2005,USA,PG,"(4, 6]"
50000000,51019112,155745,0.262108262,10000,37,11000,2651,109,2.388288288,2005,USA,PG,"(6, 8]"
26000000,48114556,9380,0.648351648,531,38,1000,1272,93,1,2004,USA,PG,"(4, 6]"
45000000,50648679,149549,0.620689655,16719.61766,85,14000,1149,94,1,2007,Other,R,"(6, 8]"
45000000,38360195,21215,0.853448276,16719.61766,61,1000,1477,112,1,2006,USA,PG-13,"(6, 8]"
45000000,35617599,20688,0.531914894,16719.61766,949.3756281,1000,1408,96,1,1995,USA,PG,"(4, 6]"
45000000,47307550,104301,1.260223048,28000,949.3756281,749,867,141,4,2012,USA,R,"(6, 8]"
25000000,32003620,79141,0.357746479,2000,160,550,383,94,1,2004,USA,PG-13,"(6, 8]"
35000000,27972410,114692,0.428070175,2000,29,427,556,87,1,2003,UK,PG,"(6, 8]"
50000000,28133159,30055,1.5,593,8,12000,19000,88,1,2006,USA,PG,"(4, 6]"
40000000,27400000,97087,0.253075571,11000,949.3756281,913,564,177,3,1984,USA,PG-13,"(6, 8]"
45000000,24343673,91860,0.297709924,14000,278,5000,224,133,2.388288288,2007,USA,PG-13,"(6, 8]"
35000000,22877808,152591,0.780193237,16719.61766,949.3756281,29000,24000,119,2.388288288,2008,USA,R,"(6, 8]"
45000000,20400913,15455,0.4875,451,29,2000,783,91,1,1996,USA,R,"(4, 6]"
45000000,25200412,16580,1.490909091,916,13,1000,1254,86,3,2009,USA,PG,"(4, 6]"
45000000,19719930,42621,0.282485876,16719.61766,949.3756281,723,63,124,2.388288288,2001,USA,R,"(6, 8]"
45000000,19377727,35140,0.410757946,16719.61766,38,11000,10000,134,3,2005,USA,PG-13,"(6, 8]"
35000000,13401683,203461,0.734693878,46000,38,409,127,95,2.388288288,2012,UK,R,"(6, 8]"
50000000,13560960,23996,0.51552795,915,949.3756281,12000,5805,212,2.388288288,1995,USA,R,"(6, 8]"
45000000,11146409,26551,0.388278388,16719.61766,208,3000,1855,106,2.388288288,1998,USA,R,"(4, 6]"
45000000,7916887,15697,0.868131868,16719.61766,949.3756281,23000,1826,160,2.388288288,2008,USA,R,"(4, 6]"
40000000,15279680,48245,0.811688312,16719.61766,15,12000,129,99,1,2008,USA,R,"(4, 6]"
40000000,7262288,17307,0.467741935,892,188,11000,1865,74,2,2002,USA,PG-13,"(6, 8]"
45000000,2154540,3803,0.585365854,68,170,849,892,103,2,1997,USA,R,"(4, 6]"
45000000,8129455,89568,1.070422535,17000,32,219,245,101,1,2011,USA,PG,"(6, 8]"
44000000,44834712,13995,0.451612903,353,13,23000,2643,118,1,1996,USA,R,"(4, 6]"
2600000,84300000,90360,0.714285714,16719.61766,3,1000,88,88,2.388288288,1940,USA,R,"(6, 8]"
44000000,1500000,9830,0.53968254,1000,517,12000,1527,325,2.388288288,1980,USA,R,"(6, 8]"
50000000,62318875,156225,0.410358566,16719.61766,235,956,1365,102,1,2006,USA,R,"(6, 8]"
43000000,51768623,73006,0.461279461,16719.61766,835,670,595,136,1,2000,USA,PG-13,"(6, 8]"
43000000,37035515,34597,0.597938144,16719.61766,84,12000,10664,103,1,2000,USA,PG-13,"(4, 6]"
45000000,24520892,85198,0.584158416,16719.61766,255,11000,10000,103,1,2005,Other,R,"(6, 8]"
44000000,31136950,47364,1.56,16719.61766,23,405,403,99,1,2010,USA,PG-13,"(6, 8]"
42000000,138447667,408302,1.086956522,39000,97,17000,1810,109,2,2012,USA,R,"(6, 8]"
42000000,116006080,203269,0.249169435,11000,50,8000,864,124,1,1999,UK,PG-13,"(6, 8]"
45000000,106793915,140499,0.522346369,16719.61766,91,579,736,84,2.388288288,2000,UK,G,"(6, 8]"
42000000,87856565,106909,0.402985075,16719.61766,29,22000,1573,90,1,2004,USA,PG-13,"(4, 6]"
40000000,70100000,20183,0.512195122,16719.61766,71,723,1105,117,1,1992,USA,R,"(4, 6]"
43000000,159578352,133177,0.710526316,24000,176,975,1564,123,7,2013,USA,R,"(6, 8]"
31115000,57750000,21554,0.375,16719.61766,311,940,1321,251,2,1963,UK,R,"(6, 8]"
42000000,45290318,74169,1.375,17000,153,4000,1319,105,2,2012,USA,PG,"(6, 8]"
42000000,41543207,30077,0.651428571,893,73,11000,3505,115,1,2002,USA,PG-13,"(6, 8]"
32000000,35228696,63677,0.360869565,16719.61766,89,650,932,119,2.388288288,2002,USA,PG-13,"(6, 8]"
42000000,59992760,119622,0.727272727,16719.61766,119,468,854,81,1,2009,USA,R,"(4, 6]"
32000000,34667015,74009,0.369085174,16719.61766,46,683,624,133,2.388288288,1989,UK,PG-13,"(6, 8]"
42000000,37652565,91151,1.028268551,20000,308,10000,2913,100,2,2011,USA,PG-13,"(4, 6]"
42000000,24375436,42547,0.569811321,748,17,22000,9808,120,1,2001,USA,R,"(6, 8]"
42000000,20915465,38203,0.124137931,16719.61766,5,5000,1609,104,2.388288288,1993,UK,PG,"(0, 4]"
40000000,26404753,34203,0.75147929,19000,30,922,1283,91,1,2012,USA,PG-13,"(4, 6]"
44000000,6105175,247020,0.350898204,50000,133,11000,757,112,4,2014,USA,R,"(6, 8]"
45000000,5664251,22309,0.931372549,16719.61766,19,624,922,100,1,2010,Other,R,"(6, 8]"
27000000,1260917,24657,3,16719.61766,949.3756281,1000,224,105,4,2009,Other,R,"(6, 8]"
41000000,116724075,187181,0.210992908,16719.61766,161,1000,614,110,2.388288288,2002,USA,R,"(6, 8]"
65000000,56083966,137003,0.253799392,16719.61766,241,13000,3996,144,1,2001,USA,PG-13,"(6, 8]"
40000000,293501675,704766,0.112879884,14000,949.3756281,13000,3766,107,2.388288288,1999,USA,PG-13,"(8, 10]"
41000000,7204138,34809,0.864,11000,64,734,870,100,2.388288288,2011,USA,PG,"(6, 8]"
8000000,90800000,126907,0.344680851,16719.61766,80,668,866,126,2.388288288,1984,USA,PG,"(6, 8]"
40000000,150117807,358416,0.716378162,63000,737,34000,37000,138,5,2013,USA,R,"(6, 8]"
40000000,163947053,227824,0.820512821,10000,98,16000,1619,108,1,2009,USA,PG-13,"(6, 8]"
70000000,116735231,56646,0.383928571,16719.61766,78,984,787,105,2.388288288,1999,USA,R,"(6, 8]"
40000000,118500000,340085,0.382262997,12000,949.3756281,1000,1559,108,2.388288288,1989,USA,PG,"(6, 8]"
40000000,126546825,327367,0.47167756,83000,949.3756281,19000,11903,89,2.388288288,2014,Other,R,"(6, 8]"
40000000,166147885,220020,0.266176471,101000,456,1000,1651,129,2.388288288,2015,USA,R,"(4, 6]"
38000000,111760631,40227,0.494680851,681,949.3756281,13000,6000,84,3,2003,USA,PG,"(4, 6]"
40000000,107458785,71754,0.246987952,16719.61766,545,15000,1174,128,3,1992,USA,PG,"(6, 8]"
40000000,102310175,64989,1.075268817,40000,949.3756281,1000,911,134,2.388288288,2016,USA,R,"(6, 8]"
40000000,96917897,479453,0.798850575,74000,21000,10000,430,120,2.388288288,2010,USA,PG-13,"(6, 8]"
40000000,93952276,132048,0.793103448,12000,42,97,99,129,7,2009,USA,PG-13,"(6, 8]"
40000000,89138076,98535,0.288828338,16719.61766,949.3756281,287,228,116,4,2000,USA,R,"(4, 6]"
